položaj,ime,celina,država,ocena,višinska_razlika,proge,modre,rdeče,črne,žičnice
3327,Bottineau Winter Park,North America,USA,2.3,53.0,1.2,0.5,0.5,0.2,4
3327,Nosal – Bystre,Europe,Poland,2.3,38.0,1.2,1.2,0.0,0.0,6
3327,Strážné,Europe,Czech Republic,2.2,180.0,1.2,0.4,0.5,0.3,5
3327,Hlinsko,Europe,Czech Republic,2.2,90.0,1.2,0.4,0.5,0.3,4
3327,Ekebyhovsbacken – Ekerö,Europe,Sweden,2.2,84.0,1.2,0.9,0.3,0.0,2
3327,Mont Villa Saguenay,North America,Canada,2.2,54.0,1.2,0.9,0.3,0.0,2
3327,Bergbrunnenlift – Gersbach,Europe,Germany,2.2,116.0,1.2,0.8,0.4,0.0,nan
3327,Pichl (Gsies),Europe,Italy,2.2,168.0,1.2,0.8,0.0,0.4,nan
3327,Kurtyayevo – Olimp,Europe,Russia,2.2,51.0,1.2,0.4,0.8,0.0,nan
3327,Cisowa,Europe,Poland,2.2,60.0,1.2,0.7,0.5,0.0,nan
3327,Lyngseidet,Europe,Norway,2.2,139.0,1.2,0.6,0.6,0.0,nan
3327,Jimramov,Europe,Czech Republic,2.2,95.0,1.2,0.8,0.4,0.0,2
3327,Whitetail Ridge – Fort McCoy,North America,USA,2.2,51.0,1.2,0.7,0.5,0.0,nan
3327,Puyvalador Rieutord  (temporarily closed),Europe,France,2.2,118.0,1.2,1.0,0.2,0.0,3
3327,Roggenboden,Europe,Austria,2.2,45.0,1.2,0.6,0.6,0.0,2
3327,Grevenstein – Ostenberg,Europe,Germany,2.2,95.0,1.2,0.7,0.5,0.0,nan
3327,Szus – Koniaków,Europe,Poland,2.2,80.0,1.2,0.7,0.5,0.0,nan
3327,Mössebergsbacken – Falköping,Europe,Sweden,2.2,70.0,1.2,0.6,0.6,0.0,4
3327,Wurmsteinlift – Flossenbürg,Europe,Germany,2.2,116.0,1.2,0.7,0.5,0.0,nan
3327,Solia – Norsjö,Europe,Sweden,2.2,105.0,1.2,0.8,0.4,0.0,nan
3327,Szymkówka,Europe,Poland,2.2,126.0,1.2,0.8,0.4,0.0,2
3327,Hohe Acht – Jammelshofen (Kaltenborn),Europe,Germany,2.2,70.0,1.2,0.8,0.4,0.0,2
3327,Weardale Ski Club,Europe,United Kingdom,2.2,100.0,1.2,1.0,0.2,0.0,2
3327,Monte Corno – Lusiana,Europe,Italy,2.2,140.0,1.2,0.7,0.5,0.0,nan
3327,Sägenhof – Urach,Europe,Germany,2.2,140.0,1.2,0.6,0.6,0.0,nan
3327,Icoana – Cavnic‎,Europe,Romania,2.2,140.0,1.2,1.0,0.2,0.0,2
3327,Mechka,Europe,Russia,2.2,22.0,1.2,0.7,0.5,0.0,3
3327,Biocel Zlatník,Europe,Czech Republic,2.2,80.0,1.2,0.3,0.9,0.0,3
3327,Avalman – Barnaul,Asia,Russia,2.2,73.0,1.2,0.8,0.4,0.0,4
3327,Klepáčov,Europe,Czech Republic,2.2,120.0,1.2,0.3,0.9,0.0,5
3327,Rąblów,Europe,Poland,2.2,55.0,1.2,0.5,0.7,0.0,5
3327,Vučje,Europe,Montenegro,2.2,160.0,1.2,0.2,1.0,0.0,3
3327,Kaustinen  (temporarily closed),Europe,Finland,2.2,30.0,1.2,1.0,0.2,0.0,3
3327,Königswalde,Europe,Germany,2.2,118.0,1.2,1.2,0.0,0.0,2
3327,Nové Hutě,Europe,Czech Republic,2.2,135.0,1.2,1.2,0.0,0.0,5
3327,Tesák,Europe,Czech Republic,2.2,40.0,1.2,1.2,0.0,0.0,2
3327,Náchod,Europe,Czech Republic,2.2,203.0,1.2,1.2,0.0,0.0,2
3327,Buchserberg-Malbun – Buchs,Europe,Switzerland,2.2,106.0,1.2,1.2,0.0,0.0,nan
3327,Mishina Gora – Belokurikha,Asia,Russia,2.2,240.0,1.2,0.2,1.0,0.0,2
3327,Ramsele,Europe,Sweden,2.2,80.0,1.2,1.2,0.0,0.0,nan
3327,Fjellsyn,Europe,Norway,2.2,100.0,1.2,1.2,0.0,0.0,nan
3327,Le Monty – Lierneux,Europe,Belgium,2.2,73.0,1.2,1.2,0.0,0.0,2
3327,Johannisberg – Freudenberg,Europe,Germany,2.2,102.0,1.2,1.2,0.0,0.0,nan
3327,Péra – Trun,Europe,Switzerland,2.2,120.0,1.2,1.2,0.0,0.0,nan
3327,Sotkanrinteet,Europe,Finland,2.2,38.0,1.2,1.2,0.0,0.0,2
3327,Švýcarská Bouda – Abertamy  (temporarily closed),Europe,Czech Republic,2.2,93.0,1.2,1.2,0.0,0.0,nan
3327,Bukovka – Josefův Důl,Europe,Czech Republic,2.2,146.0,1.2,0.0,1.2,0.0,2
3327,Uvbergsbacken,Europe,Sweden,2.2,120.0,1.2,1.2,0.0,0.0,nan
3327,Stoaninger Alm – Schönau im Mühlkreis,Europe,Austria,2.2,92.0,1.2,1.2,0.0,0.0,nan
3327,Hajla – Rožaje,Europe,Montenegro,2.2,227.0,1.2,1.2,0.0,0.0,nan
3327,Johnsbach (Admont),Europe,Austria,2.2,135.0,1.2,1.2,0.0,0.0,nan
3327,Tschardund – Nenzing,Europe,Austria,2.2,158.0,1.2,1.2,0.0,0.0,nan
3327,Langmattlift – Aftersteg (Todtnau),Europe,Germany,2.2,162.0,1.2,1.2,0.0,0.0,nan
3327,Bane – Jakubovany,Europe,Slovakia,2.2,105.0,1.2,1.2,0.0,0.0,2
3327,Senožeta,Europe,Slovenia,2.2,120.0,1.2,0.6,0.6,0.0,2
3327,Solina,Europe,Poland,2.2,210.0,1.2,1.2,0.0,0.0,nan
3327,Skjerdingen  (temporarily closed),Europe,Norway,2.2,202.0,1.2,1.2,0.0,0.0,nan
3327,Koza (Коза) – Yablunytsia (Яблуниця),Europe,Ukraine,2.2,79.0,1.2,1.2,0.0,0.0,nan
3327,Skipot – Potůčky,Europe,Czech Republic,2.2,90.0,1.2,0.7,0.5,0.0,2
3327,Asbybacken (Asby Alpina),Europe,Sweden,2.2,75.0,1.2,0.6,0.4,0.2,2
3327,Látky-Prašivá,Europe,Slovakia,2.2,95.0,1.2,1.2,0.0,0.0,3
3327,Kvarntorpshögen – Kumla,Europe,Sweden,2.2,90.0,1.2,0.8,0.4,0.0,2
3327,Schlossberg – Küstelberg (Medebach),Europe,Germany,2.1,100.0,1.2,0.4,0.6,0.2,4
3327,Selfranga – Klosters,Europe,Switzerland,2.1,168.0,1.2,1.2,0.0,0.0,2
3327,Reckingen-Gluringen,Europe,Switzerland,2.1,112.0,1.2,1.2,0.0,0.0,2
3327,Bukovytsia – Boryslav,Europe,Ukraine,2.1,161.0,1.2,1.2,0.0,0.0,3
3327,Vedbobacken – Västerås,Europe,Sweden,2.1,50.0,1.2,0.9,0.3,0.0,3
3327,Kvilda,Europe,Czech Republic,2.1,50.0,1.2,1.2,0.0,0.0,7
3327,Paul Bunyan Ski Hill,North America,USA,2.1,35.0,1.2,0.8,0.4,0.0,2
3327,Valbacken – Ingatorp,Europe,Sweden,2.1,70.0,1.2,1.2,0.0,0.0,2
3327,Buckhorn Ski and Snowboard Club,North America,USA,2.1,142.0,1.2,0.2,0.6,0.4,2
3327,Jurasówka – Siemiechów,Europe,Poland,nan,50.0,1.2,0.2,1.0,0.0,2
3327,Lučivná Snowpark,Europe,Slovakia,nan,110.0,1.2,0.1,1.1,0.0,3
3327,Chokai Okojoland  (temporarily closed),Asia,Japan,nan,142.0,1.2,0.7,0.5,0.0,nan
3327,Challenge Mountain – Walloon Lake,North America,USA,2.1,104.0,1.2,0.9,0.3,0.0,nan
3327,Mt. Eustis – Littleton  (temporarily closed),North America,USA,2.1,85.0,1.2,0.5,0.7,0.0,nan
3327,Krušetnica,Europe,Slovakia,nan,150.0,1.2,0.8,0.4,0.0,2
3327,Chylkovo,Europe,Russia,2.1,75.0,1.2,0.7,0.5,0.0,4
3327,Furuberget,Europe,Sweden,2.0,58.0,1.2,1.2,0.0,0.0,nan
3327,Pasieki – Wisła,Europe,Poland,nan,101.0,1.2,1.2,0.0,0.0,3
3327,Escape Cameron Highlands – Pahang (planned) (dry slopes),Asia,Malaysia,2.0,220.0,1.2,1.2,0.0,0.0,nan
3327,Shanghai Snow World,Asia,China,nan,nan,1.2,1.2,0.0,0.0,nan
3426,Ichinose Diamond,Asia,Japan,2.6,105.0,1.1,1.1,0.0,0.0,2
3426,Asahi,Asia,Japan,2.4,120.0,1.1,0.6,0.5,0.0,nan
3426,Kandry-Kul,Europe,Russia,2.4,76.0,1.1,0.9,0.2,0.0,nan
3426,Poniwiec,Europe,Poland,2.4,250.0,1.1,0.2,0.9,0.0,2
3426,Prislop – Borșa,Europe,Romania,2.4,174.0,1.1,1.1,0.0,0.0,nan
3426,Văliug – Casa Baraj,Europe,Romania,2.4,122.0,1.1,0.8,0.0,0.3,2
3426,Monte Purito – Selvino,Europe,Italy,2.3,165.0,1.1,0.1,1.0,0.0,3
3426,Malinovka,Europe,Russia,2.3,96.0,1.1,1.1,0.0,0.0,2
3426,Winter Park – Kewaunee County,North America,USA,2.2,41.0,1.1,0.5,0.5,0.1,nan
3426,Shirbad,Asia,Iran,2.2,200.0,1.1,0.6,0.3,0.2,nan
3426,Búřov,Europe,Czech Republic,2.2,112.0,1.1,0.6,0.5,0.0,nan
3426,Hedebacken,Europe,Sweden,2.2,50.0,1.1,0.8,0.3,0.0,nan
3426,Kniplia – Gjerdrum,Europe,Norway,2.2,82.0,1.1,0.7,0.4,0.0,nan
3426,Schießberg – Crottendorf,Europe,Germany,2.2,95.0,1.1,0.6,0.5,0.0,nan
3426,Kamenec – Teplice nad Metují,Europe,Czech Republic,2.2,102.0,1.1,0.6,0.5,0.0,nan
3426,Ostružná – Řetězárna,Europe,Czech Republic,2.2,98.0,1.1,0.6,0.5,0.0,nan
3426,Nový Hrádek,Europe,Czech Republic,2.2,81.0,1.1,0.7,0.4,0.0,nan
3426,Skalanka – Zwardoń,Europe,Poland,2.2,147.0,1.1,0.8,0.3,0.0,2
3426,Trollhöjden – Ullared,Europe,Sweden,2.2,58.0,1.1,0.7,0.4,0.0,nan
3426,Sandberg – Bopfingen,Europe,Germany,2.2,80.0,1.1,0.6,0.5,0.0,nan
3426,Falken,Europe,Germany,2.2,137.0,1.1,0.6,0.5,0.0,nan
3426,Rujište,Europe,Bosnia and Herzegovina,2.2,123.0,1.1,0.6,0.5,0.0,nan
3426,Reiņa trase – Kalnzaki,Europe,Latvia,2.2,21.0,1.1,0.9,0.2,0.0,4
3426,Viševnik na Pokljuki,Europe,Slovenia,2.2,205.0,1.1,0.5,0.6,0.0,2
3426,Mont des Brumes,Europe,Belgium,2.2,180.0,1.1,0.2,0.9,0.0,3
3426,Kongstind – Svolvær,Europe,Norway,2.2,295.0,1.1,0.1,1.0,0.0,2
3426,U Sachovy studánky,Europe,Czech Republic,2.2,110.0,1.1,0.9,0.2,0.0,5
3426,Fischbach (Schluchsee),Europe,Germany,2.2,130.0,1.1,0.1,1.0,0.0,2
3426,Olešnice na Moravě,Europe,Czech Republic,2.2,103.0,1.1,0.6,0.5,0.0,3
3426,Wieżyca-Koszałkowo – Szymbark,Europe,Poland,2.2,45.0,1.1,0.5,0.6,0.0,6
3426,Svoboda nad Úpou,Europe,Czech Republic,2.2,75.0,1.1,1.1,0.0,0.0,3
3426,Funes (Villnöss),Europe,Italy,2.2,246.0,1.1,1.1,0.0,0.0,nan
3426,Gasse – Ridnaun,Europe,Italy,2.2,98.0,1.1,1.1,0.0,0.0,nan
3426,Kokuszka,Europe,Poland,2.2,140.0,1.1,0.5,0.6,0.0,2
3426,Skarslia,Europe,Norway,2.2,179.0,1.1,0.0,1.1,0.0,2
3426,Misinatető (Pécs),Europe,Hungary,2.2,130.0,1.1,0.0,1.1,0.0,nan
3426,Bacherleitn – Weißenbach bei Liezen,Europe,Austria,2.2,118.0,1.1,0.0,1.1,0.0,nan
3426,Modrá Hvězda-Bahýnka,Europe,Czech Republic,2.2,117.0,1.1,1.1,0.0,0.0,4
3426,Stokinger – Freudenstadt-Lauterbad,Europe,Germany,2.2,131.0,1.1,0.2,0.9,0.0,2
3426,Großerlach,Europe,Germany,2.2,60.0,1.1,1.1,0.0,0.0,nan
3426,Eisenberg – Neuenstein,Europe,Germany,2.2,98.0,1.1,0.6,0.5,0.0,2
3426,Kubašok,Europe,Slovakia,2.2,105.0,1.1,1.1,0.0,0.0,5
3426,Pridolci,Europe,Bosnia and Herzegovina,2.2,134.0,1.1,0.1,1.0,0.0,2
3426,Luhy – Trnava,Europe,Czech Republic,2.2,80.0,1.1,0.2,0.9,0.0,4
3426,Tsentrosoyuz,Asia,Russia,2.2,190.0,1.1,0.0,1.1,0.0,nan
3426,Paczóltowice (Krakow Valley),Europe,Poland,2.2,60.0,1.1,1.1,0.0,0.0,3
3426,Montagne de Lure,Europe,France,2.2,105.0,1.1,1.1,0.0,0.0,2
3426,Gamlestølen – Jomfruslettbakken,Europe,Norway,2.2,104.0,1.1,1.1,0.0,0.0,nan
3426,Stará Ves u Rýmařova,Europe,Czech Republic,2.2,90.0,1.1,1.1,0.0,0.0,2
3426,Oberwaldlifte – Faistenau,Europe,Austria,2.2,85.0,1.1,0.8,0.3,0.0,2
3426,U Jędrola – Suche,Europe,Poland,2.2,80.0,1.1,0.1,1.0,0.0,2
3426,Schorrberg – Bad Marienberg,Europe,Germany,2.2,50.0,1.1,0.6,0.5,0.0,2
3426,Gschwend,Europe,Germany,2.2,70.0,1.1,0.8,0.3,0.0,2
3426,Ellegglifte – Faistenoy (Oy-Mittelberg),Europe,Germany,2.1,62.0,1.1,1.1,0.0,0.0,2
3426,Argental – Weitnau,Europe,Germany,2.1,120.0,1.1,1.1,0.0,0.0,2
3426,Schmallenberger Höhe – Schmallenberg,Europe,Germany,2.1,170.0,1.1,0.1,1.0,0.0,2
3426,Babica,Europe,Poland,2.1,70.0,1.1,1.1,0.0,0.0,3
3426,S-Nezhnaya – Lukyanovka,Asia,Russia,2.1,83.0,1.1,0.5,0.6,0.0,2
3426,Cerro Wayle  (temporarily closed),South America,Argentina,nan,300.0,1.1,0.3,0.2,0.6,3
3426,Nasu Onsen,Asia,Japan,nan,110.0,1.1,0.5,0.6,0.0,3
3426,Imabetsu Choei,Asia,Japan,nan,119.0,1.1,0.6,0.5,0.0,nan
3426,Dângău Mare,Europe,Romania,nan,50.0,1.1,0.0,0.7,0.4,2
3426,Treisberg (Schmitten),Europe,Germany,2.0,70.0,1.1,1.1,0.0,0.0,2
3426,Akmenynų  (temporarily closed),Europe,Lithuania,nan,30.0,1.1,1.1,0.0,0.0,nan
3426,Karlików  (temporarily closed),Europe,Poland,nan,180.0,1.1,1.1,0.0,0.0,3
3491,SnowWorld Landgraaf (indoor ski area),Europe,Netherlands,3.2,60.0,1.0,0.6,0.4,0.0,8
3491,Tannenomori Okojo,Asia,Japan,2.6,106.0,1.0,0.5,0.5,0.0,nan
3491,Trins,Europe,Austria,2.6,79.0,1.0,1.0,0.0,0.0,nan
3491,Languard – Pontresina,Europe,Switzerland,2.6,90.0,1.0,1.0,0.0,0.0,5
3491,Archenstadel – Rinn,Europe,Austria,2.5,86.0,1.0,1.0,0.0,0.0,nan
3491,Stinesser Lifte – Fischen i. Allgäu,Europe,Germany,2.5,130.0,1.0,0.6,0.4,0.0,2
3491,Złoty Groń,Europe,Poland,2.5,152.0,1.0,1.0,0.0,0.0,4
3491,Reiserhang – Gaißach,Europe,Germany,2.4,138.0,1.0,0.5,0.5,0.0,2
3491,Nanao Korosa,Asia,Japan,2.4,40.0,1.0,0.5,0.3,0.2,nan
3491,Tsuguro Kogen,Asia,Japan,2.4,80.0,1.0,0.5,0.4,0.1,nan
3491,Komagane Kogen,Asia,Japan,2.4,150.0,1.0,0.5,0.4,0.1,2
3491,Uplands Ski Centre,North America,Canada,2.4,30.0,1.0,0.7,0.2,0.1,nan
3491,Numata-choei Takaho,Asia,Japan,2.4,80.0,1.0,0.5,0.3,0.2,nan
3491,Ruffrè – Monte Nock,Europe,Italy,2.4,124.0,1.0,0.0,0.5,0.5,nan
3491,Gujo Kogen,Asia,Japan,2.4,69.0,1.0,0.8,0.2,0.0,2
3491,Shinbo,Asia,Japan,2.4,45.0,1.0,0.8,0.2,0.0,nan
3491,Chvatimech – Valaská,Europe,Slovakia,2.4,233.0,1.0,0.5,0.5,0.0,nan
3491,Malam Jabba,Asia,Pakistan,2.4,201.0,1.0,0.5,0.0,0.5,nan
3491,Guangzhou Bonski (indoor ski area),Asia,China,2.4,66.0,1.0,0.7,0.3,0.0,nan
3491,Aizu Bange Choei,Asia,Japan,2.4,130.0,1.0,0.6,0.4,0.0,2
3491,Earl Bales – North York (Toronto),North America,Canada,2.4,43.0,1.0,0.2,0.8,0.0,3
3491,Divčibare,Europe,Serbia,2.4,221.0,1.0,0.0,1.0,0.0,nan
3491,Kyukamura Myoko Resort,Asia,Japan,2.4,107.0,1.0,1.0,0.0,0.0,nan
3491,Hasenhorn – Todtnau,Europe,Germany,2.4,364.0,1.0,0.0,1.0,0.0,nan
3491,Conca dell'Alben,Europe,Italy,2.4,75.0,1.0,0.0,1.0,0.0,nan
3491,Szklana Góra – Harbutowice,Europe,Poland,2.4,170.0,1.0,0.0,1.0,0.0,nan
3491,Lagdei/Lago Santo – Corniglio,Europe,Italy,2.4,265.0,1.0,0.0,1.0,0.0,nan
3491,Almetjevsk,Europe,no data,2.4,126.0,1.0,1.0,0.0,0.0,nan
3491,Oglebay Resort,North America,USA,2.4,nan,1.0,1.0,0.0,0.0,nan
3491,Donnstetten (Römerstein),Europe,Germany,2.3,54.0,1.0,1.0,0.0,0.0,4
3491,Wirzweli – Dallenwil,Europe,Switzerland,2.3,135.0,1.0,1.0,0.0,0.0,3
3491,Yokote Park,Asia,Japan,2.3,77.0,1.0,1.0,0.0,0.0,2
3491,Cherkassy – Vodyaniki,Europe,Ukraine,2.3,52.0,1.0,1.0,0.0,0.0,2
3491,Eibenstock,Europe,Germany,2.3,95.0,1.0,0.4,0.6,0.0,4
3491,Boyce Park,North America,USA,2.3,40.0,1.0,1.0,0.0,0.0,2
3491,Rochers de Naye – Montreux,Europe,Switzerland,2.2,114.0,1.0,0.6,0.4,0.0,3
3491,Vettenbacken – Liden,Europe,Sweden,2.2,90.0,1.0,0.3,0.4,0.3,2
3491,Pod Soláněm,Europe,Czech Republic,2.2,150.0,1.0,0.4,0.3,0.3,nan
3491,Big Creek Ski Area,North America,USA,2.2,50.0,1.0,0.3,0.3,0.4,2
3491,Pfulb – Schopfloch (Lenningen),Europe,Germany,2.2,52.0,1.0,0.5,0.4,0.1,3
3491,Edmonton Ski Club,North America,Canada,2.2,36.0,1.0,0.2,0.6,0.2,3
3491,Swinghill – Solvalla (Espoo),Europe,Finland,2.2,65.0,1.0,0.6,0.3,0.1,2
3491,Chiapili di Sotto – Ceresole Reale,Europe,Italy,2.2,74.0,1.0,0.7,0.3,0.0,nan
3491,Celjska koča,Europe,Slovenia,2.2,184.0,1.0,0.6,0.4,0.0,2
3491,Ryssbergsbacken,Europe,Sweden,2.2,51.0,1.0,0.7,0.3,0.0,nan
3491,Hiittenharju,Europe,Finland,2.2,35.0,1.0,0.8,0.2,0.0,2
3491,Schafmatt – Oltingen,Europe,Switzerland,2.2,127.0,1.0,0.6,0.4,0.0,nan
3491,Storrs Hill – Lebanon,North America,USA,2.2,112.0,1.0,0.7,0.3,0.0,nan
3491,Petersbründl – St. Michael im Lungau,Europe,Austria,2.2,190.0,1.0,0.5,0.5,0.0,nan
3491,Böttingen,Europe,Germany,2.2,63.0,1.0,0.4,0.6,0.0,nan
3491,Lake City Ski Hill,North America,USA,2.2,68.0,1.0,0.7,0.3,0.0,nan
3491,Misty Ridge,North America,Canada,2.2,42.0,1.0,0.6,0.4,0.0,nan
3491,Zschorlau,Europe,Germany,2.2,70.0,1.0,0.7,0.3,0.0,nan
3491,Skarmoen,Europe,Norway,2.2,232.0,1.0,0.3,0.7,0.0,nan
3491,Smučišče Kotlje,Europe,Slovenia,2.2,63.0,1.0,0.7,0.3,0.0,2
3491,Sedloňov,Europe,Czech Republic,2.2,54.0,1.0,0.7,0.3,0.0,2
3491,Kvisthamrabacken – Norrtälje,Europe,Sweden,2.2,55.0,1.0,0.7,0.3,0.0,nan
3491,Storlappberget,Europe,Sweden,2.2,90.0,1.0,0.6,0.4,0.0,nan
3491,Němčičky,Europe,Czech Republic,2.2,60.0,1.0,0.6,0.4,0.0,2
3491,Głodówka,Europe,Poland,2.2,65.0,1.0,0.6,0.4,0.0,3
3491,Krpin – Begunje,Europe,Slovenia,2.2,120.0,1.0,0.5,0.5,0.0,nan
3491,Potoczki – Ząb,Europe,Poland,2.2,49.0,1.0,0.8,0.2,0.0,3
3491,Spring Lake Ski Hill,North America,Canada,2.2,49.0,1.0,0.6,0.4,0.0,nan
3491,Muflon,Europe,Poland,2.2,60.0,1.0,0.7,0.3,0.0,2
3491,Trestle Ridge – Terrace Bay,North America,Canada,2.2,21.0,1.0,0.6,0.4,0.0,nan
3491,Colle de Lys,Europe,Italy,2.2,90.0,1.0,0.2,0.8,0.0,nan
3491,Viterliden,Europe,Sweden,2.2,94.0,1.0,0.6,0.4,0.0,nan
3491,Monte Fumaiolo – Le Balze,Europe,Italy,2.2,83.0,1.0,0.4,0.6,0.0,nan
3491,Lana Lift – Anras,Europe,Austria,2.2,100.0,1.0,0.5,0.5,0.0,nan
3491,Michlifen,Africa,Morocco,2.2,180.0,1.0,0.6,0.4,0.0,2
3491,Nussbaumerlifte – Hof bei Salzburg  (temporarily closed),Europe,Austria,2.2,139.0,1.0,0.2,0.8,0.0,2
3491,Tornimäki – Mikkeli,Europe,Finland,2.2,50.0,1.0,0.7,0.3,0.0,3
3491,Bodental – Unterbergen (Ferlach),Europe,Austria,2.2,145.0,1.0,0.5,0.5,0.0,4
3491,Razula,Europe,Czech Republic,2.2,202.0,1.0,0.2,0.8,0.0,3
3491,Mustavuori – Tampere,Europe,Finland,2.2,74.0,1.0,0.4,0.6,0.0,3
3491,Steinberg am Rofan,Europe,Austria,2.2,200.0,1.0,0.3,0.7,0.0,3
3491,Schanze – Schmallenberg,Europe,Germany,2.2,80.0,1.0,0.6,0.4,0.0,2
3491,Pyšná,Europe,Czech Republic,2.2,132.0,1.0,0.7,0.3,0.0,3
3491,Kareš,Europe,Czech Republic,2.2,95.0,1.0,0.3,0.7,0.0,4
3491,Batorz,Europe,Poland,2.2,50.0,1.0,0.5,0.5,0.0,3
3491,Kazkova Polyana,Europe,Ukraine,2.2,57.0,1.0,0.3,0.7,0.0,3
3491,Ak Yort – Ufa,Europe,Russia,2.2,80.0,1.0,0.7,0.3,0.0,3
3491,Heimenschwand – Buchholterberg,Europe,Switzerland,2.2,178.0,1.0,1.0,0.0,0.0,nan
3491,Föhrlimatt – Wegenstetten,Europe,Switzerland,2.2,75.0,1.0,1.0,0.0,0.0,nan
3491,Dreieck – Glarus,Europe,Switzerland,2.2,169.0,1.0,1.0,0.0,0.0,nan
3491,La Lorette – Bourg-Saint-Pierre,Europe,Switzerland,2.2,50.0,1.0,1.0,0.0,0.0,nan
3491,Nocksteinlifte – Koppl,Europe,Austria,2.2,101.0,1.0,1.0,0.0,0.0,2
3491,Mt. Pisgah,North America,USA,2.2,87.0,1.0,1.0,0.0,0.0,nan
3491,Konradshüttle – Vils,Europe,Austria,2.2,180.0,1.0,1.0,0.0,0.0,nan
3491,Hätzingen – Loh,Europe,Switzerland,2.2,86.0,1.0,1.0,0.0,0.0,nan
3491,Thalgauberg – Thalgau,Europe,Austria,2.2,130.0,1.0,1.0,0.0,0.0,nan
3491,Griminitzen (Kirchbach),Europe,Austria,2.2,70.0,1.0,1.0,0.0,0.0,nan
3491,Ollomont,Europe,Italy,2.2,93.0,1.0,1.0,0.0,0.0,nan
3491,Téléconthey – Mayens de Conthey,Europe,Switzerland,2.2,158.0,1.0,1.0,0.0,0.0,nan
3491,Passo Forcora – Monte Cadrigna,Europe,Italy,2.2,125.0,1.0,1.0,0.0,0.0,nan
3491,Müsella – La Punt,Europe,Switzerland,2.2,89.0,1.0,1.0,0.0,0.0,2
3491,Schwellbrunn,Europe,Switzerland,2.2,62.0,1.0,1.0,0.0,0.0,nan
3491,Dobellifts – Schönwald im Schwarzwald,Europe,Germany,2.2,70.0,1.0,1.0,0.0,0.0,2
3491,Wiesenhofer – Miesenbach bei Birkfeld,Europe,Austria,2.2,100.0,1.0,1.0,0.0,0.0,nan
3491,Vögelinsegg – Speicher,Europe,Switzerland,2.2,60.0,1.0,1.0,0.0,0.0,nan
3491,Bad-Lifte – Eisenbach,Europe,Germany,2.2,71.0,1.0,1.0,0.0,0.0,2
3491,Keilhauer Berg – Nabburg,Europe,Germany,2.2,55.0,1.0,1.0,0.0,0.0,nan
3491,Velflink – Pernink,Europe,Czech Republic,2.2,59.0,1.0,1.0,0.0,0.0,3
3491,Zederhaus,Europe,Austria,2.2,134.0,1.0,1.0,0.0,0.0,nan
3491,Paulusberg – Sehmatal-Neudorf,Europe,Germany,2.2,107.0,1.0,1.0,0.0,0.0,nan
3491,Tristeli – St. Margrethenberg,Europe,Switzerland,2.2,252.0,1.0,1.0,0.0,0.0,nan
3491,Grunholzlift – Au,Europe,Austria,2.2,116.0,1.0,1.0,0.0,0.0,2
3491,Frykstabacken,Europe,Sweden,2.2,60.0,1.0,1.0,0.0,0.0,2
3491,Hansberg – St. Johann am Wimberg,Europe,Austria,2.2,110.0,1.0,0.5,0.5,0.0,2
3491,Le Col du Feu – Lullin,Europe,France,2.2,90.0,1.0,1.0,0.0,0.0,nan
3491,Schlossberg – Osternohe,Europe,Germany,2.2,136.0,1.0,1.0,0.0,0.0,nan
3491,Sattelegg – Vorderthal/Einsiedeln-Willerzell,Europe,Switzerland,2.2,40.0,1.0,1.0,0.0,0.0,nan
3491,Kleinlobming,Europe,Austria,2.2,236.0,1.0,0.2,0.8,0.0,2
3491,Åslia Skisenter,Europe,Norway,2.2,150.0,1.0,1.0,0.0,0.0,nan
3491,Hapfere – Plaffeien,Europe,Switzerland,2.2,85.0,1.0,1.0,0.0,0.0,nan
3491,Parra,Europe,Finland,2.2,36.0,1.0,1.0,0.0,0.0,2
3491,Jakubkova Lúka,Europe,Slovakia,2.2,200.0,1.0,1.0,0.0,0.0,2
3491,Mathon,Europe,Austria,2.2,40.0,1.0,1.0,0.0,0.0,nan
3491,Jachenau – Mühle,Europe,Germany,2.2,91.0,1.0,1.0,0.0,0.0,nan
3491,Zborov,Europe,Czech Republic,2.2,86.0,1.0,1.0,0.0,0.0,2
3491,Chuderhüsi – Röthenbach,Europe,Switzerland,2.2,73.0,1.0,1.0,0.0,0.0,nan
3491,Treffelhausen – Böhmenkirch,Europe,Germany,2.2,57.0,1.0,1.0,0.0,0.0,3
3491,Torkilstöten,Europe,Sweden,2.2,77.0,1.0,1.0,0.0,0.0,nan
3491,Lüina – Airolo,Europe,Switzerland,2.2,70.0,1.0,1.0,0.0,0.0,2
3491,Ruhestein (Baiersbronn),Europe,Germany,2.2,99.0,1.0,1.0,0.0,0.0,2
3491,Alekseevka,Asia,Russia,2.2,176.0,1.0,1.0,0.0,0.0,nan
3491,Oberau (Wildschönau),Europe,Austria,2.2,65.0,1.0,1.0,0.0,0.0,2
3491,La Baitina,Europe,Italy,2.2,79.0,1.0,1.0,0.0,0.0,2
3491,Lessach,Europe,Austria,2.2,200.0,1.0,1.0,0.0,0.0,nan
3491,Parc de loisirs de l'Aigle – Lans en Vercors,Europe,France,2.2,67.0,1.0,1.0,0.0,0.0,2
3491,Góra Chrobrego – Elbląg,Europe,Poland,2.2,50.0,1.0,1.0,0.0,0.0,nan
3491,Olšanka  (temporarily closed),Europe,Czech Republic,2.2,123.0,1.0,1.0,0.0,0.0,nan
