položaj,ime,celina,država,ocena,višinska_razlika,proge,modre,rdeče,črne,žičnice
1699,Springenboden,Europe,Switzerland,2.4,318.0,6.0,1.5,4.0,0.5,3
1699,Renåfjellet,Europe,Norway,2.4,221.0,6.0,5.0,1.0,0.0,nan
1699,Brameloup – Saint-Chély-d’Aubrac,Europe,France,2.4,205.0,6.0,4.0,2.0,0.0,5
1699,Hoislifts – Modriach (Edelschrott),Europe,Austria,2.4,230.0,6.0,5.0,1.0,0.0,4
1699,Vauplane – Soleilhas  (temporarily closed),Europe,France,2.4,212.0,6.0,4.5,1.0,0.5,4
1699,Goulier,Europe,France,2.4,327.0,6.0,4.0,2.0,0.0,4
1699,Gantrisch Gurnigel,Europe,Switzerland,2.4,250.0,6.0,4.0,2.0,0.0,3
1699,Hummelfjell,Europe,Norway,2.4,210.0,6.0,4.0,2.0,0.0,4
1699,Wildewiese – Sundern,Europe,Germany,2.4,115.0,6.0,3.5,2.5,0.0,4
1699,Dagali Fjellpark,Europe,Norway,2.4,220.0,6.0,5.0,1.0,0.0,2
1699,Eriz,Europe,Switzerland,2.4,334.0,6.0,4.0,2.0,0.0,6
1699,La Jarjatte – Lus-la-Croix-Haute,Europe,France,2.4,361.0,6.0,6.0,0.0,0.0,6
1699,Maoershan,Asia,China,nan,308.0,6.0,nan,nan,nan,5
1699,Tian Qiaogou,Asia,China,nan,392.0,6.0,nan,nan,nan,3
1699,Tianjin Jizhou,Asia,China,nan,nan,6.0,nan,nan,nan,7
1699,Jinxiangshan,Asia,China,nan,nan,6.0,nan,nan,nan,6
1699,Yangdŏk Hot Springs,Asia,North Korea,nan,nan,6.0,nan,nan,nan,nan
1777,Mount Jeans Nasu,Asia,Japan,2.7,460.0,5.9,0.6,3.8,1.5,5
1777,Taiheizan Opus,Asia,Japan,2.6,191.0,5.9,4.9,1.0,0.0,3
1777,Yuzawa Nakazato,Asia,Japan,2.6,244.0,5.9,2.9,1.2,1.8,9
1777,Fujino Healthland Kokusai,Asia,Japan,2.6,280.0,5.9,2.1,1.8,2.0,3
1777,Table Mountain,North America,Canada,2.6,100.0,5.9,3.6,2.0,0.3,2
1777,Caldirola – Monte Gropà,Europe,Italy,2.5,354.0,5.9,4.0,1.9,0.0,nan
1777,Mashike Choei Shokanbetsudake,Asia,Japan,nan,190.0,5.9,nan,nan,nan,2
1777,Serra da Estrela,Europe,Portugal,2.5,146.0,5.9,2.4,2.5,1.0,3
1777,Vranča,Europe,Czech Republic,2.4,170.0,5.9,1.8,2.7,1.4,2
1777,Ostrakina – Mainalon,Europe,Greece,2.4,240.0,5.9,3.0,2.3,0.6,3
1777,Mouthe – Massif du Noirmont,Europe,France,2.3,235.0,5.9,4.5,1.4,0.0,4
1788,Nishitateyama,Asia,Japan,2.8,405.0,5.8,2.0,3.4,0.4,3
1788,Śnieżka – Karpacz,Europe,Poland,2.8,526.0,5.8,3.0,1.8,1.0,9
1788,Karuizawa,Asia,Japan,2.7,215.0,5.8,2.3,1.8,1.7,9
1788,Megahira Onsen Megahira,Asia,Japan,2.6,474.0,5.8,1.7,3.4,0.7,5
1788,Alpine Valley – White Lake,North America,USA,2.6,76.0,5.8,2.4,1.6,1.8,12
1788,Monte Piselli – San Giacomo,Europe,Italy,2.6,217.0,5.8,0.5,4.3,1.0,nan
1788,The Heights – Horseshoe Valley,North America,Canada,2.6,110.0,5.8,1.4,2.2,2.2,5
1788,Sundown,North America,USA,2.6,191.0,5.8,2.7,1.4,1.7,5
1788,Mt. Southington,North America,USA,2.6,111.0,5.8,2.0,3.0,0.8,7
1788,Nashoba Valley,North America,USA,2.5,70.0,5.8,1.0,3.0,1.8,7
1788,Brokke,Europe,Norway,2.5,230.0,5.8,3.6,2.2,0.0,4
1788,Davegor,Asia,Russia,2.4,192.0,5.8,2.7,1.5,1.6,nan
1788,Fačkovské sedlo,Europe,Slovakia,2.4,271.0,5.8,1.3,2.5,2.0,4
1788,Maseben – Langtaufers (Vallelunga),Europe,Italy,2.3,408.0,5.8,2.9,2.9,0.0,nan
1788,Menzenschwand (St. Blasien) – Spießhorn,Europe,Germany,2.3,370.0,5.8,2.6,3.2,0.0,3
1788,Holtanlia,Europe,Norway,2.3,340.0,5.8,4.3,1.5,0.0,nan
1804,Serles – Mieders,Europe,Austria,2.8,714.0,5.7,2.2,3.5,0.0,5
1804,Roháče – Spálená,Europe,Slovakia,2.7,468.0,5.7,2.9,2.5,0.3,5
1804,Yuzawa Park,Asia,Japan,2.5,172.0,5.7,3.5,2.2,0.0,6
1804,Monte Prata – Castelsantangelo sul Nera  (temporarily closed),Europe,Italy,2.5,220.0,5.7,4.8,0.6,0.3,2
1804,Saint Hilaire du Touvet,Europe,France,2.5,597.0,5.7,3.2,2.5,0.0,6
1804,Tjamstanbackarna – Malå,Europe,Sweden,2.4,175.0,5.7,2.5,1.6,1.6,4
1804,Górnik – Rzeczka/Sokolec,Europe,Poland,2.4,113.0,5.7,3.0,1.5,1.2,6
1804,Messilä,Europe,Finland,2.3,107.0,5.7,1.3,4.4,0.0,9
1804,Haglebu,Europe,Norway,2.3,200.0,5.7,2.1,3.6,0.0,3
1804,Skorušina  (temporarily closed),Europe,Slovakia,2.3,311.0,5.7,3.2,2.5,0.0,2
1804,Mojtín  (temporarily closed),Europe,Slovakia,2.3,226.0,5.7,3.0,2.7,0.0,3
1815,Chokai Kogen Yashima,Asia,Japan,2.9,220.0,5.6,1.3,4.3,0.0,nan
1815,Higashitateyama,Asia,Japan,2.8,430.0,5.6,4.0,1.6,0.0,nan
1815,Bílá,Europe,Czech Republic,2.7,256.0,5.6,2.9,2.7,0.0,4
1815,Kazawa,Asia,Japan,2.6,322.0,5.6,3.2,1.6,0.8,6
1815,Devil's Elbow  (temporarily closed),North America,Canada,2.6,88.0,5.6,0.4,1.9,3.3,6
1815,Valčianska Dolina – Valča (Snowland),Europe,Slovakia,2.5,320.0,5.6,1.5,3.6,0.5,7
1815,Christie Mountain,North America,USA,2.5,110.0,5.6,2.8,1.5,1.3,5
1815,Soszów – Jawornik (Wisła),Europe,Poland,2.5,276.0,5.6,4.5,0.9,0.2,5
1815,Kaberlaba,Europe,Italy,2.5,150.0,5.6,3.6,2.0,0.0,6
1815,Teichalm – Fladnitz,Europe,Austria,2.4,250.0,5.6,1.5,3.5,0.6,5
1815,Hanamiyama,Asia,Japan,nan,200.0,5.6,nan,nan,nan,2
1826,Yanaba Parallel,Asia,Japan,2.7,300.0,5.5,2.0,3.5,0.0,2
1826,Alpe del Nevegal,Europe,Italy,2.6,625.0,5.5,1.0,4.0,0.5,3
1826,Powder Ridge Mountain Park & Resort,North America,USA,2.6,130.0,5.5,2.5,2.0,1.0,4
1826,Passolanciano,Europe,Italy,2.5,350.0,5.5,2.7,2.0,0.8,3
1826,Vatra Dornei,Europe,Romania,2.5,435.0,5.5,0.7,4.8,0.0,5
1826,Rachowiec – Zwardoń,Europe,Poland,2.5,152.0,5.5,2.8,2.1,0.6,3
1826,Gora Ezhovaya – Kirovgrad,Europe,Russia,2.4,300.0,5.5,3.1,2.4,0.0,7
1826,Skarðsdalur – Siglufjörður,Europe,Iceland,2.4,450.0,5.5,3.7,1.5,0.3,4
1826,Rena,Europe,Norway,2.4,240.0,5.5,0.7,3.5,1.3,2
1826,Passo Fedaia – Pian dei Fiacconi (Marmolada)  (temporarily closed),Europe,Italy,2.4,570.0,5.5,0.0,5.5,0.0,nan
1826,Mystery Mountain,North America,Canada,2.4,65.0,5.5,2.2,2.2,1.1,4
1826,SarvesAlta,Europe,Norway,2.3,210.0,5.5,2.8,2.0,0.7,2
1826,Zolotaya Gora,Asia,Russia,2.3,161.0,5.5,4.0,1.5,0.0,2
1839,Ala di Stura  (temporarily closed),Europe,Italy,2.6,890.0,5.4,1.7,3.0,0.7,4
1839,Dunsjöliften – Ljungdalsberget,Europe,Sweden,2.6,240.0,5.4,2.2,1.8,1.4,2
1839,Usséglio – Pian Benot,Europe,Italy,2.5,422.0,5.4,0.6,2.7,2.1,4
1839,Sky Tavern,North America,USA,2.5,205.0,5.4,3.2,2.2,0.0,6
1839,Benecko,Europe,Czech Republic,2.5,286.0,5.4,2.8,1.7,0.9,15
1839,Ammarnäs,Europe,Sweden,2.4,355.0,5.4,0.7,2.7,2.0,2
1839,Hallbjønn,Europe,Norway,2.4,281.0,5.4,1.9,3.2,0.3,2
1839,Medvezhonok,Asia,Russia,2.4,272.0,5.4,3.6,1.3,0.5,nan
1839,Čertovica,Europe,Slovakia,2.4,340.0,5.4,3.0,2.0,0.4,6
1839,Ankenesfjellet – Ankenesstranda (Narvik),Europe,Norway,2.3,321.0,5.4,3.2,2.2,0.0,2
1849,Snow Trails,North America,USA,2.6,70.0,5.3,1.5,2.8,1.0,6
1849,King Pine – Purity Spring Resort,North America,USA,2.5,95.0,5.3,2.8,1.5,1.0,6
1849,Monte Sirino,Europe,Italy,2.5,430.0,5.3,2.8,2.3,0.2,5
1849,Čertov – Javorníky,Europe,Slovakia,2.4,330.0,5.3,0.6,3.8,0.9,5
1849,Monte Avena,Europe,Italy,2.3,231.0,5.3,2.7,2.6,0.0,3
1849,Haldenköpfle,Europe,Germany,2.3,125.0,5.3,2.6,2.7,0.0,3
1849,Eck-Riedelstein – Arrach,Europe,Germany,nan,229.0,5.3,3.2,1.1,1.0,2
1849,Rówienki – Jawornik (Wisła),Europe,Poland,nan,95.0,5.3,nan,nan,nan,3
1857,Katzenkopf – Leutasch,Europe,Austria,2.5,223.0,5.2,3.2,1.5,0.5,3
1857,Salma,Europe,Russia,2.4,240.0,5.2,2.6,2.2,0.4,3
1857,Nerskogen,Europe,Norway,2.3,354.0,5.2,3.5,1.7,0.0,3
1860,Fort Wainwright/Birch Hill – Fairbanks,North America,USA,2.5,160.0,5.1,1.1,2.5,1.5,2
1860,Skaidi,Europe,Norway,2.4,235.0,5.1,2.0,2.2,0.9,2
1860,Piobbico,Europe,Italy,2.3,180.0,5.1,1.7,3.4,0.0,nan
1863,Jöchelspitze – Bach,Europe,Austria,3.3,568.0,5.0,2.5,2.5,0.0,2
1863,Mitterdorf (Almberg) – Mitterfirmiansreut,Europe,Germany,3.3,298.0,5.0,2.5,1.9,0.6,6
1863,Pröller Skidreieck (St. Englmar),Europe,Germany,3.0,310.0,5.0,2.8,1.7,0.5,3
1863,Bodrost/Kartala,Europe,Bulgaria,2.8,910.0,5.0,0.5,4.5,0.0,3
1863,Fukui Izumi,Asia,Japan,2.8,300.0,5.0,1.5,2.0,1.5,2
1863,Eden Valley Resort,Asia,South Korea,2.8,180.0,5.0,3.0,2.0,0.0,3
1863,Snow Cruise Onze,Asia,Japan,2.7,203.0,5.0,1.5,2.0,1.5,2
1863,Tochal,Asia,Iran,2.7,271.0,5.0,5.0,0.0,0.0,7
1863,Shiratori Kogen,Asia,Japan,2.7,276.0,5.0,2.0,2.0,1.0,3
1863,Hounokidaira,Asia,Japan,2.7,350.0,5.0,2.0,1.7,1.3,4
1863,Martinské Hole,Europe,Slovakia,2.7,306.0,5.0,2.0,3.0,0.0,6
1863,Chateraise Resort – Yatsugatake,Asia,Japan,2.7,220.0,5.0,2.5,1.5,1.0,3
1863,Sternstein – Bad Leonfelden,Europe,Austria,2.7,288.0,5.0,1.0,4.0,0.0,3
1863,Telnice,Europe,Czech Republic,2.7,200.0,5.0,2.5,2.0,0.5,7
1863,Moya Hills,Asia,Japan,2.6,264.0,5.0,1.0,2.5,1.5,5
1863,Niederhorn – Beatenberg,Europe,Switzerland,2.6,818.0,5.0,2.0,3.0,0.0,3
1863,Mikawa Onsen,Asia,Japan,2.6,295.0,5.0,1.5,2.0,1.5,4
1863,Kinosoo Ridge,North America,Canada,2.6,106.0,5.0,1.5,2.0,1.5,2
1863,Wakasugi Kogen Oya,Asia,Japan,2.6,170.0,5.0,2.0,1.5,1.5,3
1863,Hogadon Ski Area,North America,USA,2.6,183.0,5.0,1.9,1.6,1.5,nan
1863,Hakkaisanroku,Asia,Japan,2.6,210.0,5.0,1.5,2.0,1.5,2
1863,Dobrinishte,Europe,Bulgaria,2.6,824.0,5.0,2.0,2.5,0.5,4
1863,Taira,Asia,Japan,2.6,303.0,5.0,1.0,2.5,1.5,3
1863,Kyowa,Asia,Japan,2.6,243.0,5.0,3.0,0.9,1.1,2
1863,Orlovka,Asia,Kyrgyzstan,2.6,450.0,5.0,3.2,1.0,0.8,5
1863,Big Boulder,North America,USA,2.6,145.0,5.0,3.0,1.0,1.0,4
1863,Saku Ski Garden Parada,Asia,Japan,2.6,270.0,5.0,2.0,2.0,1.0,8
1863,Glaciar Martial,South America,Argentina,2.6,190.0,5.0,0.5,3.5,1.0,nan
1863,Bryce Resort,North America,USA,2.6,153.0,5.0,2.0,2.8,0.2,2
1863,Mt. Eyak,North America,USA,2.6,244.0,5.0,1.0,2.0,2.0,nan
1863,Valgrisenche,Europe,Italy,2.6,386.0,5.0,1.5,1.5,2.0,2
1863,Hunt Hollow Ski Club,North America,USA,2.6,267.0,5.0,2.0,2.0,1.0,3
1863,Skipark Erika – Kojsovska Hola  (temporarily closed),Europe,Slovakia,2.6,592.0,5.0,3.0,1.0,1.0,6
1863,Mount Pleasant,North America,USA,2.5,96.0,5.0,2.0,2.0,1.0,3
1863,Mountain High North,North America,USA,2.5,89.0,5.0,2.0,3.0,0.0,nan
1863,Španov vrh,Europe,Slovenia,2.5,380.0,5.0,3.0,2.0,0.0,nan
1863,Glen Eden,North America,Canada,2.5,72.0,5.0,3.0,2.0,0.0,3
1863,Vorlage,North America,Canada,2.5,130.0,5.0,1.0,3.0,1.0,5
1863,Rigi – Scheidegg/Burggeist,Europe,Switzerland,2.5,644.0,5.0,5.0,0.0,0.0,5
1863,Entracque,Europe,Italy,2.5,165.0,5.0,3.0,1.0,1.0,3
1863,Malga San Giorgio  (temporarily closed),Europe,Italy,2.5,311.0,5.0,0.6,3.8,0.6,2
1863,Pleta del Prat – Tavascan,Europe,Spain,2.5,485.0,5.0,1.0,4.0,0.0,2
1863,Quechee Lakes Ski Area,North America,USA,2.5,182.0,5.0,2.0,2.5,0.5,3
1863,Pine Knob,North America,USA,2.5,82.0,5.0,1.0,2.5,1.5,10
1863,Shijinglong,Asia,China,2.5,305.0,5.0,3.0,2.0,0.0,3
1863,Col de Porte,Europe,France,2.5,560.0,5.0,3.0,2.0,0.0,6
1863,Appalachian Ski Mountain,North America,USA,2.5,112.0,5.0,2.0,2.5,0.5,6
1863,Gitschenen – Isenthal,Europe,Switzerland,2.5,217.0,5.0,3.0,2.0,0.0,2
1863,Buchenberg – Buching (Halblech),Europe,Germany,2.5,341.0,5.0,5.0,0.0,0.0,nan
1863,Perfect North Slopes,North America,USA,2.5,122.0,5.0,2.0,2.0,1.0,12
1863,Gspon (Staldenried),Europe,Switzerland,2.5,328.0,5.0,1.5,3.5,0.0,4
1863,Mission Ridge,North America,Canada,2.5,80.0,5.0,2.0,2.0,1.0,3
1863,Hilltop – Anchorage,North America,USA,2.5,90.0,5.0,4.0,1.0,0.0,3
1863,Kunčice – Pod Snezníkem,Europe,Czech Republic,2.5,200.0,5.0,2.0,3.0,0.0,4
1863,Gurtis/Bazora,Europe,Austria,2.4,470.0,5.0,2.0,2.0,1.0,4
1863,Simmelsberg,Europe,Germany,2.4,180.0,5.0,1.8,1.8,1.4,3
1863,Arrakis – Žacléř-Prkenný Důl,Europe,Czech Republic,2.4,287.0,5.0,4.0,0.5,0.5,3
1863,Mont Apic,North America,Canada,2.4,95.0,5.0,2.0,1.0,2.0,3
1863,Hallstabacken – Sollefteå,Europe,Sweden,2.4,248.0,5.0,3.0,1.0,1.0,5
1863,Riihivuori,Europe,Finland,2.4,117.0,5.0,2.3,1.7,1.0,5
1863,Le Tanet,Europe,France,2.4,298.0,5.0,2.0,2.5,0.5,4
1863,Dent de Vaulion – Le Morez,Europe,Switzerland,2.4,328.0,5.0,2.5,1.5,1.0,2
1863,Le Brassus,Europe,Switzerland,2.4,301.0,5.0,2.5,1.5,1.0,2
1863,Fidjeland,Europe,Norway,2.4,345.0,5.0,1.0,3.0,1.0,3
1863,Nize Pole – Baba Mountain,Europe,North Macedonia,2.4,310.0,5.0,3.0,1.5,0.5,2
1863,El Fraile  (temporarily closed),South America,Chile,2.4,300.0,5.0,2.0,2.0,1.0,2
1863,Stafdalur,Europe,Iceland,2.4,350.0,5.0,1.5,3.0,0.5,3
1863,Salmo Ski Hill,North America,Canada,2.4,335.0,5.0,2.0,2.0,1.0,2
1863,Phoenix Mountain,North America,Canada,2.3,220.0,5.0,1.5,2.5,1.0,2
1863,Ferguson Ridge,North America,USA,2.3,195.0,5.0,2.0,2.0,1.0,2
1863,Dalvík,Europe,Iceland,2.3,275.0,5.0,2.0,3.0,0.0,2
1863,Buchberg – Goldegg,Europe,Austria,2.3,393.0,5.0,4.0,1.0,0.0,3
1863,Steg im Tösstal,Europe,Switzerland,2.3,300.0,5.0,3.0,2.0,0.0,2
1863,Beartooth Basin,North America,USA,2.3,305.0,5.0,0.0,2.0,3.0,2
1863,Turufjell,Europe,Norway,2.3,140.0,5.0,4.0,1.0,0.0,2
1863,Gräftåvallen,Europe,Sweden,2.3,135.0,5.0,4.5,0.5,0.0,3
1863,Weissbriach (Gitschtal),Europe,Austria,2.3,330.0,5.0,1.0,4.0,0.0,4
1863,Balmberg,Europe,Switzerland,2.3,208.0,5.0,2.0,3.0,0.0,3
1863,Hofeck – Hof (Bernau im Schwarzwald),Europe,Germany,2.3,181.0,5.0,2.0,1.0,2.0,2
1863,Hochbärneck – St. Anton an der Jeßnitz,Europe,Austria,2.3,160.0,5.0,3.0,2.0,0.0,2
1863,Hochwechsellifts – Mönichwald,Europe,Austria,2.3,270.0,5.0,2.5,2.5,0.0,4
1863,Muggenbrunn,Europe,Germany,2.3,263.0,5.0,2.5,2.5,0.0,7
1863,Le Reposoir – Village,Europe,France,2.3,102.0,5.0,4.0,1.0,0.0,4
1863,Zuckerfeld,Europe,Germany,2.3,96.0,5.0,3.0,2.0,0.0,nan
1863,Sappee,Europe,Finland,2.3,105.0,5.0,2.0,3.0,0.0,6
1863,Saint-Urcize,Europe,France,2.3,139.0,5.0,3.0,2.0,0.0,3
1863,Vittjåkk  (temporarily closed),Europe,Sweden,2.3,206.0,5.0,2.0,3.0,0.0,3
1863,Chriso Elafi  (temporarily closed),Europe,Greece,2.3,120.0,5.0,4.0,1.0,0.0,2
1863,Pany (Luzein),Europe,Switzerland,2.3,220.0,5.0,3.0,2.0,0.0,2
1863,Tri Town,North America,Canada,2.3,99.0,5.0,2.4,1.6,1.0,2
1863,Les Prés d'Orvin,Europe,Switzerland,2.3,200.0,5.0,2.5,2.5,0.0,5
1863,Edelweiss – Petropavlovsk-Kamchatskiy,Asia,Russia,2.3,335.0,5.0,1.5,3.5,0.0,5
1863,Heiden – Bischofsberg,Europe,Switzerland,2.3,130.0,5.0,4.0,1.0,0.0,2
1863,Namari Onsen,Asia,Japan,nan,244.0,5.0,2.0,1.5,1.5,3
1863,Pirika,Asia,Japan,nan,277.0,5.0,1.5,2.0,1.5,nan
1863,Awakino,Australia and Oceania,New Zealand,2.2,430.0,5.0,0.5,1.5,3.0,3
1863,Dogoyama Kogen,Asia,Japan,nan,350.0,5.0,2.0,2.0,1.0,2
1863,Yanaba Snow Park – Hakuba  (temporarily closed),Asia,Japan,nan,320.0,5.0,2.5,1.5,1.0,2
1863,Yawata Kogen 191,Asia,Japan,nan,190.0,5.0,2.0,2.0,1.0,4
1863,Chikusa Kogen,Asia,Japan,nan,225.0,5.0,2.0,2.0,1.0,4
1863,Snow Resort Nekoyama,Asia,Japan,nan,320.0,5.0,1.5,2.5,1.0,4
1863,Blandford  (temporarily closed),North America,USA,nan,160.0,5.0,2.0,2.0,1.0,5
1863,Greenpia Onuma,Asia,Japan,nan,260.0,5.0,2.5,1.5,1.0,2
1863,Jingyuetan,Asia,China,nan,nan,5.0,nan,nan,nan,2
1863,Cang Mashan,Asia,China,nan,nan,5.0,nan,nan,nan,5
1968,Manza Onsen,Asia,Japan,2.7,348.0,4.9,2.0,1.6,1.3,4
1968,Crystal Mountain (MI),North America,USA,2.6,114.0,4.9,1.2,2.3,1.4,7
1968,Alpe di Cusna – Febbio,Europe,Italy,2.5,366.0,4.9,3.2,1.7,0.0,2
1968,Anilio,Europe,Greece,2.5,156.0,4.9,3.4,1.2,0.3,4
1968,Trollhaugen,North America,USA,2.5,72.0,4.9,2.5,1.5,0.9,8
1968,Mont Fortin,North America,Canada,2.5,92.0,4.9,0.6,2.4,1.9,4
1968,Thunderhill – Benito,North America,Canada,2.3,103.0,4.9,3.0,1.0,0.9,2
1968,Riekstu Kalns,Europe,Latvia,2.3,36.0,4.9,2.5,1.8,0.6,15
1968,Biancoia – Conco,Europe,Italy,2.3,164.0,4.9,4.4,0.5,0.0,4
1977,Yangji Pine Resort,Asia,South Korea,2.6,205.0,4.8,0.4,2.9,1.5,6
1977,Campo di Giove – Majella occidentale,Europe,Italy,2.5,637.0,4.8,2.2,1.2,1.4,3
1977,Cockaigne,North America,USA,2.5,113.0,4.8,2.2,1.8,0.8,3
1977,Wild Mountain,North America,USA,2.5,82.0,4.8,1.1,1.6,2.1,7
1977,Brabant – La Bresse,Europe,France,2.3,143.0,4.8,2.8,1.5,0.5,3
1977,Laajis – Laajavuori,Europe,Finland,2.3,89.0,4.8,2.5,1.5,0.8,5
1977,Jedlová  (temporarily closed),Europe,Czech Republic,2.3,267.0,4.8,2.5,2.1,0.2,4
1977,Pleše – Podkonice,Europe,Slovakia,2.3,187.0,4.8,2.2,2.6,0.0,nan
1977,Hornindal,Europe,Norway,2.3,370.0,4.8,4.0,0.8,0.0,2
1977,Zábava – Hruštín,Europe,Slovakia,2.3,240.0,4.8,1.5,3.3,0.0,4
1977,Kamionna – Laskowa,Europe,Poland,nan,335.0,4.8,1.0,2.6,1.2,4
1977,Mount Greylock – South Williamstown,North America,USA,2.2,94.0,4.8,1.2,3.0,0.6,2
1989,Ochsenkopf,Europe,Germany,3.3,365.0,4.7,2.4,2.3,0.0,4
1989,Savin Kuk – Žabljak,Europe,Montenegro,2.9,697.0,4.7,2.6,1.2,0.9,6
1989,Norn Minakami,Asia,Japan,2.5,400.0,4.7,1.0,1.9,1.8,4
1989,Asama 2000 Park,Asia,Japan,2.5,211.0,4.7,1.5,3.0,0.2,4
1989,Paluda – Dalaas,Europe,Austria,2.3,300.0,4.7,2.0,1.5,1.2,nan
1989,Gugel – Mlynky,Europe,Slovakia,2.3,266.0,4.7,1.4,2.5,0.8,3
1989,Ballon d'Alsace,Europe,France,2.3,421.0,4.7,2.1,1.8,0.8,11
1989,Otdelnaya Gora,Asia,Russia,2.3,322.0,4.7,1.4,2.4,0.9,nan
1997,Hawrań – Jurgów,Europe,Poland,2.7,214.0,4.6,1.3,2.3,1.0,8
1997,Czantoria – Ustroń,Europe,Poland,2.7,462.0,4.6,2.6,2.0,0.0,5
1997,Monte Bue – Santo Stefano d'Aveto,Europe,Italy,2.5,510.0,4.6,2.1,2.5,0.0,5
1997,Brookvale Ski Park,North America,Canada,2.5,76.0,4.6,2.1,1.0,1.5,3
1997,Czorsztyn – Kluszkowce,Europe,Poland,2.5,151.0,4.6,2.8,1.8,0.0,6
1997,Praděd – Figura,Europe,Czech Republic,2.3,210.0,4.6,2.5,1.2,0.9,6
1997,La Corbatière – La Roche-aux-Crocs,Europe,Switzerland,2.3,258.0,4.6,2.1,1.5,1.0,3
1997,Rotarun,North America,USA,2.3,119.0,4.6,1.1,2.0,1.5,2
1997,Granberget – Leksand,Europe,Sweden,2.3,200.0,4.6,3.2,1.4,0.0,3
1997,Bellefontaine,Europe,France,2.3,228.0,4.6,4.0,0.6,0.0,4
1997,Lonesome Pine Trails – Fort Kent,North America,USA,2.3,126.0,4.6,1.0,1.6,2.0,2
1997,Kisofukushima,Asia,Japan,nan,704.0,4.6,2.6,2.0,0.0,4
2009,Moroznaya Gora,Asia,Russia,2.9,508.0,4.5,2.5,2.0,0.0,2
2009,Fujimi Panorama,Asia,Japan,2.7,730.0,4.5,1.0,2.5,1.0,7
2009,Yurduntepe,Asia,Turkey,2.7,475.0,4.5,4.1,0.4,0.0,2
2009,Frontignano 360 – Ussita,Europe,Italy,2.6,898.0,4.5,4.0,0.3,0.2,3
2009,Deštné,Europe,Czech Republic,2.6,240.0,4.5,2.2,0.9,1.4,6
2009,Kumanoyu,Asia,Japan,2.6,270.0,4.5,1.5,1.3,1.7,5
2009,Raudalen,Europe,Norway,2.5,345.0,4.5,0.0,3.0,1.5,nan
2009,Yachiho Kogen,Asia,Japan,2.5,194.0,4.5,2.2,0.8,1.5,5
2009,Vista Ridge,North America,Canada,2.5,122.0,4.5,2.0,2.0,0.5,2
2009,Henryk,Europe,Poland,2.5,70.0,4.5,3.0,0.9,0.6,4
2009,Huaibei,Asia,China,2.5,154.0,4.5,1.4,3.1,0.0,3
2009,Piano Battaglia,Europe,Italy,2.5,275.0,4.5,0.8,3.0,0.7,2
2009,Mt. Holiday,North America,USA,2.5,64.0,4.5,1.0,2.0,1.5,5
2009,Ski Kraljica – Kupres,Europe,Bosnia and Herzegovina,2.5,458.0,4.5,1.5,3.0,0.0,2
2009,Faqra,Asia,Lebanon,2.5,240.0,4.5,0.5,3.0,1.0,4
2009,Mýto pod Ďumbierom,Europe,Slovakia,2.5,300.0,4.5,0.7,3.8,0.0,5
2009,Silbersattel – Steinach,Europe,Germany,2.4,252.0,4.5,2.5,1.5,0.5,5
2009,Mladé Buky,Europe,Czech Republic,2.4,108.0,4.5,3.8,0.7,0.0,7
2009,Fonna Glacier Ski Resort,Europe,Norway,2.4,260.0,4.5,0.0,3.0,1.5,nan
2009,Col d'Ornon,Europe,France,2.4,650.0,4.5,1.6,1.5,1.4,4
2009,Duck Mountain – Kamsack,North America,Canada,2.3,84.0,4.5,1.8,1.7,1.0,2
2009,Mézenc – Les Estables,Europe,France,2.3,341.0,4.5,3.0,0.7,0.8,6
2009,Maiszinken – Lunz am See,Europe,Austria,2.3,310.0,4.5,2.0,2.0,0.5,3
2009,Grotli,Europe,Norway,2.3,225.0,4.5,3.0,1.5,0.0,2
2009,Kasurila,Europe,Finland,2.3,91.0,4.5,2.5,2.0,0.0,5
2009,Bedřichov,Europe,Czech Republic,2.3,92.0,4.5,4.0,0.5,0.0,7
2009,Tenna,Europe,Switzerland,2.3,120.0,4.5,3.5,1.0,0.0,nan
2009,Łysa Góra – Dziwiszów,Europe,Poland,2.3,150.0,4.5,3.5,1.0,0.0,6
2009,Pian Cales – San Bernardino,Europe,Switzerland,2.3,166.0,4.5,2.9,1.6,0.0,4
2009,Gfellen – Entlebuch-Finsterwald,Europe,Switzerland,2.3,270.0,4.5,4.5,0.0,0.0,2
2039,Koumi Re-Ex Ski Valley,Asia,Japan,2.6,380.0,4.4,2.6,1.8,0.0,6
2039,Kotobiki Forest Park,Asia,Japan,2.5,157.0,4.4,0.3,3.3,0.8,3
2039,Iwakisan Hyakuzawa,Asia,Japan,2.5,424.0,4.4,2.2,1.3,0.9,4
2039,Mogosa,Europe,Romania,2.5,526.0,4.4,2.0,2.4,0.0,2
2039,Treetops,North America,USA,2.5,65.0,4.4,0.3,1.9,2.2,5
2039,Sawmill Mountain Resort,North America,USA,2.5,110.0,4.4,0.9,2.5,1.0,4
2039,Minyar,Europe,Russia,2.3,168.0,4.4,2.5,1.2,0.7,3
2039,Bear Mountain – Dawson Creek,North America,Canada,2.3,128.0,4.4,1.8,1.8,0.8,nan
2039,Titcomb Mountain,North America,USA,2.3,84.0,4.4,1.0,1.1,2.3,2
2039,Plejsy – Krompachy  (temporarily closed),Europe,Slovakia,2.3,442.0,4.4,0.7,2.6,1.1,5
